job_id,title,company,skills_required,location
325,Field Officer,Ferguson-White,docker;nlp;django;accounting;dl;flask,Mohali
326,Quality Analyst,Howell-Herrera,nlp;excel;project_management;communication,Bathinda
327,Full Stack Developer,Perez Ltd,communication;ml,Hoshiarpur
328,Quality Analyst,Brooks-Deleon,c++;java;react;ml;communication;python,Mohali
329,Accountant,Walters and Sons,excel;nodejs;django,Chandigarh
330,Digital Marketer,Nguyen-Sutton,communication;project_management;java;sql,Firozpur
331,Machine Learning Engineer,Buckley LLC,sales;nlp,Ludhiana
332,Software Developer,"Phillips, Greene and Lewis",accounting;django;ml;hr;python;nodejs;communication,Firozpur
333,Software Developer,"Johnson, Rogers and Young",sales;c++;java;accounting,Mohali
334,Field Officer,"Norris, Taylor and Davis",nlp;c++;python;flask;react;accounting;project_management,Ludhiana
335,Quality Analyst,Stuart PLC,nlp;flask;hr,Amritsar
336,Field Officer,"Byrd, Adams and Sullivan",c++;react;kubernetes;project_management;python,Chandigarh
337,Data Analyst,Carpenter LLC,c++;communication;nlp;docker;django;dl;sales,Chandigarh
338,Sales Executive,"Ward, Vasquez and Ramirez",kubernetes;nodejs;marketing;communication;java;accounting;ml;python,Chandigarh
339,Software Developer,Pearson PLC,nodejs;flask,Firozpur
340,Software Developer,Burke-Moreno,accounting;hr;project_management;django,Bathinda
341,Accountant,Frank-Cooper,sales;project_management,Mohali
342,Machine Learning Engineer,Torres-Holt,project_management;nlp;marketing;sales,Amritsar
343,Machine Learning Engineer,Park-Valdez,sql;marketing;react;python;accounting;project_management;nlp;flask,Chandigarh
344,Software Developer,Perez-Hamilton,aws;java;nodejs;accounting;dl;kubernetes;project_management,Mohali
345,Software Developer,Harper-Shaffer,python;c++,Patiala
346,Digital Marketer,Clark-Austin,docker;communication;flask;excel,Bathinda
347,HR Executive,"Smith, Bolton and Park",sql;excel;java;flask;nlp;react,Ludhiana
348,Data Analyst,Mcclain-Washington,react;communication;docker;c++,Amritsar
349,Field Officer,Moore-Rowe,aws;flask,Amritsar
350,Accountant,Garcia LLC,docker;marketing,Hoshiarpur
351,Sales Executive,Reed-Stokes,project_management;hr;sales;aws;java;flask,Hoshiarpur
352,Software Developer,"Jenkins, Navarro and Beltran",dl;accounting;docker;flask;django;ml;aws;excel,Hoshiarpur
353,Field Officer,Wagner-Smith,ml;docker;nodejs,Mohali
354,Software Developer,Andrade Group,accounting;java,Patiala
355,Digital Marketer,Mendoza-Riley,nodejs;flask,Firozpur
356,Machine Learning Engineer,"Walls, Galvan and Chambers",hr;excel;docker,Bathinda
357,Digital Marketer,Villa and Sons,nlp;project_management;react;hr;sales,Firozpur
358,Digital Marketer,Butler and Sons,django;c++;react;kubernetes,Hoshiarpur
359,Accountant,Black-Rios,ml;marketing;flask,Mohali
360,Accountant,"Fisher, David and Diaz",dl;communication;python;kubernetes;aws;react,Hoshiarpur
361,Field Officer,"Hill, Perez and Chambers",aws;django;java;python;project_management;marketing;accounting,Chandigarh
362,Accountant,Harvey-Rojas,python;java;flask;hr;nlp;nodejs;django;sales,Chandigarh
363,Sales Executive,Browning Inc,dl;python;accounting;nlp;react;communication;ml;project_management,Mohali
364,HR Executive,Foster and Sons,kubernetes;flask;aws;ml,Amritsar
365,Quality Analyst,Brock Ltd,marketing;python;kubernetes;dl,Mohali
366,Quality Analyst,Luna PLC,react;aws;communication,Ludhiana
367,Software Developer,"Stein, Evans and Davis",nodejs;ml;kubernetes;marketing;python;hr;excel,Firozpur
368,Sales Executive,"Jefferson, Vasquez and Robinson",flask;project_management;docker,Hoshiarpur
369,HR Executive,Garcia Ltd,docker;kubernetes;sql;c++;excel;python;communication,Amritsar
370,Digital Marketer,"Preston, Phillips and Murray",react;docker;nodejs;python;aws,Ludhiana
371,Full Stack Developer,"Stephens, Clark and Schultz",sales;java;communication;dl;excel;nlp,Mohali
372,Full Stack Developer,Esparza LLC,ml;sql;sales;nodejs;flask;java,Jalandhar
373,Machine Learning Engineer,Curtis-Bennett,docker;react;accounting,Patiala
374,Sales Executive,Stone LLC,accounting;project_management;docker;sales;communication,Jalandhar
375,Sales Executive,Austin-Webster,django;hr;nodejs;docker;communication;kubernetes,Patiala
376,Digital Marketer,"Walker, Bennett and Rojas",communication;django;python;project_management;aws;flask,Hoshiarpur
377,Software Developer,Obrien and Sons,accounting;flask;marketing,Bathinda
378,Full Stack Developer,Willis-Ford,docker;sales;marketing;django;hr,Firozpur
379,Data Analyst,"Rose, Clark and Hammond",nlp;accounting;hr;java;excel,Ludhiana
380,Machine Learning Engineer,Guerrero Group,python;docker;accounting;sql;hr;react,Mohali
381,Data Analyst,Bridges Inc,sales;kubernetes;project_management;marketing,Amritsar
382,Data Analyst,Jacobs Group,nodejs;hr;nlp;accounting,Patiala
383,Digital Marketer,Wilson Ltd,hr;react;java;nodejs;nlp;flask;kubernetes;aws,Amritsar
384,Full Stack Developer,"Patterson, Myers and Hancock",accounting;marketing;react;nodejs;hr;flask;java;dl,Hoshiarpur
385,Sales Executive,"Roberson, Goodwin and Osborn",django;sales,Ludhiana
386,Sales Executive,"Williams, Vargas and Hill",python;sql;project_management;flask,Amritsar
387,Machine Learning Engineer,Anderson and Sons,accounting;python;docker;java;aws,Bathinda
388,Data Analyst,Benson-Jackson,docker;ml;sql;java;nlp,Hoshiarpur
389,Data Analyst,Brock Group,python;sql;project_management;marketing;java;dl;nlp,Chandigarh
390,Machine Learning Engineer,Bass LLC,communication;project_management,Hoshiarpur
391,Software Developer,Brown Ltd,marketing;docker,Amritsar
392,Quality Analyst,"King, Garza and Mckee",hr;sales;django;c++;aws;kubernetes;docker;sql,Hoshiarpur
393,Accountant,"Shea, Williamson and Valencia",communication;ml;nodejs;aws;project_management,Mohali
394,Full Stack Developer,"Gilbert, Dominguez and Powers",hr;nlp;java;python;communication;c++,Amritsar
395,Sales Executive,"Watkins, Wallace and Jones",kubernetes;docker;sql;marketing;aws;flask;ml;accounting,Mohali
396,Machine Learning Engineer,"Cobb, Leblanc and Hayes",django;flask;project_management;react;sql;kubernetes,Bathinda
397,Data Analyst,"Snyder, Martinez and Haas",react;dl;nlp;excel;docker,Bathinda
398,Sales Executive,"Wilson, Green and Brown",hr;nlp;marketing;kubernetes;sql;react,Hoshiarpur
399,Full Stack Developer,Johnson Group,c++;communication;marketing;java;react;nlp;accounting;sql,Mohali
400,Digital Marketer,"Chaney, Smith and Patrick",excel;aws;marketing;django;flask;java;sales;project_management,Jalandhar
401,Data Analyst,"Foster, Bolton and Bishop",python;sql,Mohali
402,Field Officer,"Smith, Hansen and Wallace",hr;project_management;kubernetes;accounting,Jalandhar
403,Quality Analyst,Frost PLC,marketing;sql,Hoshiarpur
404,Digital Marketer,"Burns, Wallace and Woods",dl;nodejs;sales;docker;react;sql;python,Ludhiana
405,Accountant,"Smith, Mccann and Anderson",java;react;aws;excel;nlp;ml;nodejs,Jalandhar
406,Sales Executive,Campbell-Alvarez,flask;excel;nlp;nodejs;python;marketing;django,Ludhiana
407,HR Executive,Webb-Burns,excel;docker;kubernetes;communication,Bathinda
408,Data Analyst,Hines PLC,dl;java;project_management;hr;kubernetes,Hoshiarpur
409,Sales Executive,Stuart-Gibson,sales;django;hr;excel,Mohali
410,Software Developer,"Porter, Daugherty and Morgan",java;hr,Firozpur
411,Software Developer,"White, Brown and Smith",django;project_management;communication;marketing;docker;kubernetes,Amritsar
412,Software Developer,"Brown, Lynn and Green",communication;project_management;accounting;flask;java;sql,Chandigarh
413,Quality Analyst,Shaw-Manning,python;c++;communication;ml;project_management;docker,Bathinda
414,Field Officer,Duran Inc,c++;python,Jalandhar
415,Machine Learning Engineer,"Blanchard, Mason and Cunningham",flask;project_management;sales;aws;django;dl;docker,Ludhiana
416,Full Stack Developer,Powell PLC,aws;communication;project_management;ml;excel;react,Chandigarh
417,Data Analyst,"Johnson, Smith and Clayton",kubernetes;nodejs;java;ml;excel,Hoshiarpur
418,Machine Learning Engineer,Hansen-Woods,marketing;nodejs,Patiala
419,Sales Executive,"Manning, Olson and Bell",docker;python;dl;project_management;hr;marketing;nodejs;django,Hoshiarpur
420,Full Stack Developer,Wilson-Cohen,accounting;sql;project_management;sales;nodejs;java;marketing;aws,Bathinda
421,HR Executive,Smith PLC,docker;python,Patiala
422,Full Stack Developer,Willis Group,flask;sales;dl;react;excel;sql;python,Mohali
423,Software Developer,Lynch-Harding,c++;ml;hr;kubernetes,Patiala
424,HR Executive,"Gallegos, Perez and Howard",accounting;sql;dl;django;react;ml;python,Jalandhar
425,Field Officer,"Cobb, Hart and Hammond",aws;java;nodejs,Patiala
426,Machine Learning Engineer,"Sanchez, Hanna and Wang",communication;nlp;hr;react;marketing;aws;flask;java,Firozpur
427,Accountant,"Carroll, Bush and Robertson",hr;excel;marketing,Chandigarh
428,Software Developer,Hernandez Inc,dl;nodejs;sql;hr,Hoshiarpur
429,Full Stack Developer,"Herrera, Webb and Torres",communication;excel;sql;java;ml;python;kubernetes,Chandigarh
430,Quality Analyst,"Wagner, Gardner and Munoz",kubernetes;dl;marketing;communication;excel;hr,Firozpur
431,HR Executive,Brown-Howard,hr;project_management;java;accounting;django;ml,Hoshiarpur
432,Machine Learning Engineer,Castro-Hernandez,flask;python,Patiala
433,Accountant,Jackson-Smith,excel;java;sql;react;communication;docker;dl,Amritsar
434,Quality Analyst,"Caldwell, King and Garza",django;hr;docker;ml;sales,Chandigarh
435,HR Executive,Alvarez Group,excel;hr,Amritsar
436,Software Developer,Ramirez PLC,marketing;excel;accounting;dl;nodejs,Hoshiarpur
437,Field Officer,Martin Ltd,sql;hr;aws;django;nlp,Firozpur
438,Sales Executive,"Clark, Phelps and Miller",hr;docker;aws;excel;dl,Amritsar
439,Machine Learning Engineer,Ortiz-Glover,java;flask;accounting,Jalandhar
440,Software Developer,Haley-Bowman,docker;python;java;aws;flask;django;communication;c++,Chandigarh
441,Machine Learning Engineer,"Rodriguez, King and Pacheco",marketing;docker;hr;flask;react;accounting;nodejs,Mohali
442,Quality Analyst,Welch-Burnett,nlp;docker;sales;django;aws;python;project_management;accounting,Bathinda
443,Full Stack Developer,"Jordan, Mccall and Johnson",docker;nodejs,Bathinda
444,Digital Marketer,"Parker, Martinez and Barker",project_management;ml;django;accounting;aws;communication;sales,Bathinda
445,Machine Learning Engineer,Blanchard LLC,aws;accounting;django,Ludhiana
446,Data Analyst,Wright-Mclean,sql;dl;python;ml,Amritsar
447,Machine Learning Engineer,Smith and Sons,java;sales;ml;dl;communication;project_management;react;accounting,Bathinda
448,Quality Analyst,Kennedy-Morrison,communication;docker;dl;nodejs;kubernetes;ml;java,Hoshiarpur
449,Data Analyst,Jackson LLC,hr;docker;nlp;excel;python;ml;accounting,Chandigarh
450,Software Developer,"Mccarty, Sanchez and Cobb",hr;excel;python;react;nlp;nodejs;kubernetes;docker,Chandigarh
451,Data Analyst,Nelson PLC,marketing;hr;project_management;flask;sales,Mohali
452,Quality Analyst,"Turner, Cabrera and Ramos",accounting;project_management,Mohali
453,Full Stack Developer,Clayton PLC,hr;c++;docker;sql;nlp;python;django;marketing,Mohali
454,Accountant,"Duran, Maldonado and Shields",c++;aws;project_management,Ludhiana
455,Sales Executive,Gomez-Ellis,dl;kubernetes;docker;project_management;react,Bathinda
456,Sales Executive,"Neal, Gibson and Brown",excel;sql,Jalandhar
457,Sales Executive,Robinson-Vargas,sales;aws;flask;react;dl,Ludhiana
458,Accountant,Smith PLC,sales;java;dl,Ludhiana
459,Data Analyst,Williams-Tucker,sales;nlp;python;excel;java;marketing;hr,Ludhiana
460,Quality Analyst,"Smith, Robertson and Harrison",java;python;docker;django;react;flask,Ludhiana
461,Quality Analyst,"Reyes, Gray and Garcia",c++;sql;django;accounting;excel;ml,Amritsar
462,Sales Executive,Morton-Hamilton,sql;accounting;c++;nodejs;django,Hoshiarpur
463,Accountant,Thomas-Perez,dl;accounting;project_management;flask;communication;ml;c++,Chandigarh
464,Digital Marketer,Terrell and Sons,dl;marketing;python;kubernetes;django;hr;docker,Bathinda
465,Full Stack Developer,"Green, Durham and Gonzalez",ml;python;react,Ludhiana
466,Data Analyst,Ruiz PLC,docker;nlp;project_management,Amritsar
467,Quality Analyst,"York, Stephenson and Kelley",django;accounting;dl;docker;ml,Amritsar
468,Accountant,"Mccoy, Owens and Bullock",nodejs;docker;communication;dl,Ludhiana
469,Sales Executive,Arnold-Suarez,communication;react;sales,Hoshiarpur
470,Field Officer,Kim-Smith,java;docker;dl;flask;react;hr;communication;kubernetes,Firozpur
471,Machine Learning Engineer,"Dodson, Mills and Brown",nodejs;ml;marketing;excel;aws;docker;flask;java,Bathinda
472,Full Stack Developer,"Chapman, Hampton and Roberts",python;marketing;hr;ml;nodejs;excel,Hoshiarpur
473,Machine Learning Engineer,Santiago Inc,sales;python,Jalandhar
474,Machine Learning Engineer,"Brown, Cain and Brown",kubernetes;marketing,Amritsar
475,Quality Analyst,Good PLC,nodejs;project_management;kubernetes,Ludhiana
476,Sales Executive,Butler Inc,nodejs;ml;docker;accounting;java;excel;django,Amritsar
477,Quality Analyst,Gonzalez LLC,aws;communication;dl;django;sales,Chandigarh
478,Machine Learning Engineer,"Hernandez, Green and Smith",hr;react;java;nodejs;python;communication,Jalandhar
479,Full Stack Developer,Fernandez Ltd,kubernetes;c++;docker,Ludhiana
480,Data Analyst,"Ford, Mack and Bush",excel;sales,Mohali
481,HR Executive,May Ltd,nodejs;ml;kubernetes;excel;sales;django;aws,Chandigarh
482,Quality Analyst,Jackson Group,hr;c++;sql,Jalandhar
483,Data Analyst,"Hines, Thomas and Miranda",nodejs;kubernetes;react;java;django;aws;python,Mohali
484,Accountant,"Stone, Sanders and Cervantes",excel;accounting;flask;react,Patiala
485,Sales Executive,Miller Ltd,ml;docker;accounting,Firozpur
486,Sales Executive,Kelley-Williams,marketing;sql;accounting;java,Chandigarh
487,Machine Learning Engineer,"Wilson, Reynolds and Frey",docker;sales;accounting;sql;nodejs;c++,Jalandhar
488,Software Developer,Casey-Webb,sales;c++;aws;sql;react;hr;nodejs;nlp,Chandigarh
489,Quality Analyst,Orr-Walters,communication;django;nodejs;java;project_management;flask;aws;nlp,Chandigarh
490,Full Stack Developer,"Campbell, Hubbard and Henry",marketing;nodejs,Ludhiana
491,Field Officer,Powers-Campos,flask;communication;marketing;kubernetes;python;sql,Mohali
492,Digital Marketer,Mcdonald Group,c++;accounting;flask;project_management,Hoshiarpur
493,Accountant,Norris-Johnson,sql;excel,Chandigarh
494,Software Developer,Lopez Group,django;nlp;aws;ml;excel;communication,Ludhiana
495,Software Developer,Phillips and Sons,kubernetes;docker;python;project_management;aws,Patiala
496,Digital Marketer,"Wu, Randall and Lewis",dl;sql;marketing;sales;excel;c++;kubernetes,Patiala
497,Sales Executive,"Baird, Wilson and Shaffer",django;python;nlp;hr;ml;excel;project_management,Mohali
498,Accountant,Spence PLC,marketing;django;aws;ml;nodejs;python;communication,Bathinda
499,Machine Learning Engineer,"Byrd, Evans and Church",project_management;kubernetes;ml,Hoshiarpur
500,Digital Marketer,Barron LLC,excel;kubernetes;hr;project_management;marketing,Amritsar
501,Accountant,Sweeney and Sons,flask;nodejs;c++;java;python,Firozpur
502,Field Officer,Parker LLC,hr;python;communication;nlp;c++;ml;docker,Ludhiana
503,Accountant,"Moreno, King and Hansen",project_management;sales;nlp;accounting;python;marketing;hr,Mohali
504,Full Stack Developer,"Wilson, Brown and Cherry",nlp;accounting;project_management;nodejs;aws;sales;django;react,Patiala
505,Quality Analyst,"Fitzgerald, Rogers and Wilson",python;nlp;excel;docker;c++;sql,Amritsar
506,Quality Analyst,"Wilson, Collins and Williams",communication;python;ml,Hoshiarpur
507,Accountant,"Valdez, Hamilton and Walker",sql;nodejs;django,Hoshiarpur
508,Machine Learning Engineer,Mckee-Houston,aws;kubernetes;react;java;project_management;marketing;dl,Jalandhar
509,Data Analyst,Pope LLC,sales;django;hr;python;ml;nlp,Hoshiarpur
510,Field Officer,Liu PLC,docker;nlp;aws;flask;hr;sql;ml,Mohali
511,Field Officer,"Thomas, Mccullough and Stein",react;django;ml;java;nodejs,Amritsar
512,Software Developer,"Martinez, Hogan and Barajas",ml;docker;dl;kubernetes;python;react;sql,Amritsar
513,Software Developer,Hernandez-Schmidt,accounting;java;react;dl;hr;flask,Ludhiana
514,Software Developer,"Freeman, Johnson and Rodriguez",excel;project_management;sales;accounting,Chandigarh
515,Machine Learning Engineer,Duke-Rollins,kubernetes;accounting;sql;flask;project_management;aws;hr;docker,Firozpur
516,Sales Executive,Krueger-Nixon,c++;project_management,Jalandhar
517,Software Developer,Potter Inc,accounting;excel;communication;flask;django;react;dl;marketing,Amritsar
518,Software Developer,"Callahan, Wolfe and Smith",aws;sql,Ludhiana
519,Accountant,Ortega-Bowman,aws;project_management;kubernetes;excel;nodejs;python;dl,Amritsar
520,Field Officer,"Browning, Morton and Brown",dl;sql;marketing,Ludhiana
521,Sales Executive,Meadows-Wiley,project_management;sql;dl;sales,Ludhiana
522,Software Developer,Miller-Brown,java;marketing,Hoshiarpur
523,HR Executive,Young Inc,kubernetes;django;ml,Hoshiarpur
524,HR Executive,"Nicholson, Lawson and Solis",c++;excel;hr;communication;aws;marketing;django;sales,Mohali
525,Sales Executive,"Evans, Mata and Vance",flask;python;marketing;c++;kubernetes,Chandigarh
526,Accountant,"Pearson, Anderson and Anderson",c++;communication;marketing;react;ml;sales;java;project_management,Chandigarh
527,Sales Executive,Hurley Inc,docker;hr;python;c++;marketing;excel;react,Firozpur
528,Sales Executive,"Brewer, Andersen and Santiago",react;docker,Patiala
529,Machine Learning Engineer,"Shaw, Miller and Green",nlp;python;sales;hr,Hoshiarpur
530,Machine Learning Engineer,Price-Williams,react;java;nlp,Patiala
531,Accountant,Kramer-Harmon,java;sales;hr;aws,Hoshiarpur
532,Software Developer,Watson Inc,communication;excel,Patiala
533,Field Officer,"Lopez, Kaiser and Potter",sales;java,Ludhiana
534,HR Executive,May Group,react;hr,Jalandhar
535,Software Developer,Lamb-Dennis,kubernetes;excel,Ludhiana
536,Field Officer,Wagner Group,ml;docker;java;aws;project_management;sql,Firozpur
537,Full Stack Developer,Smith-Griffin,excel;python;docker;aws;react;hr;dl;project_management,Jalandhar
538,Accountant,"Owens, Richardson and Anderson",project_management;dl;communication;docker;react;python;java;nodejs,Patiala
539,HR Executive,Phillips Inc,hr;ml;c++;aws,Ludhiana
540,Field Officer,Marsh Ltd,python;excel;react;flask,Bathinda
541,Software Developer,Thomas LLC,excel;communication;ml;django;sql;hr;nodejs;java,Patiala
542,Digital Marketer,Mcdonald-Schaefer,dl;marketing,Amritsar
543,HR Executive,Hawkins-Smith,kubernetes;flask;docker;nodejs;hr;react;accounting,Mohali
544,Quality Analyst,Jordan-Pineda,python;kubernetes;dl;accounting;flask,Jalandhar
545,Quality Analyst,Robinson Group,docker;python,Chandigarh
546,Digital Marketer,Delgado-Marquez,django;java;nodejs;docker;react,Bathinda
547,Field Officer,"Young, Williams and Taylor",java;sql;sales,Mohali
548,Digital Marketer,Baker-Kennedy,marketing;accounting;communication;nlp;django;react,Bathinda
549,Software Developer,Simmons Inc,aws;python;kubernetes;nodejs;flask;java;hr;sql,Amritsar
550,Accountant,Walters-Mcdaniel,react;sales;hr;java;sql,Mohali
551,Digital Marketer,Mitchell-Cook,flask;python,Jalandhar
552,Accountant,Lucas-Salas,sales;django;dl;java,Ludhiana
553,Full Stack Developer,Potter Group,c++;project_management;flask,Mohali
554,Sales Executive,"Shaffer, Peters and Young",marketing;aws;kubernetes,Ludhiana
555,Quality Analyst,Gordon-Smith,dl;java;django;marketing;docker,Bathinda
556,Field Officer,Little and Sons,java;aws;sales;nodejs;accounting;excel;c++;django,Jalandhar
557,Accountant,Roach Inc,nodejs;excel;communication;project_management;flask;python;java;kubernetes,Mohali
558,HR Executive,Moss-Burch,excel;marketing,Amritsar
559,Machine Learning Engineer,Powell-Haney,flask;react,Amritsar
560,Digital Marketer,Heath Ltd,django;python;dl;aws;kubernetes,Chandigarh
561,Machine Learning Engineer,Walker PLC,excel;nlp;sales,Amritsar
562,Accountant,"Hayes, Cole and Lopez",sql;django;project_management;python;react,Firozpur
563,Accountant,Williamson Group,nlp;django,Chandigarh
564,Full Stack Developer,"Lopez, Miller and Barnett",react;communication,Hoshiarpur
565,Quality Analyst,"Ponce, Morales and Crosby",django;kubernetes;nlp;hr,Firozpur
566,Software Developer,Patterson PLC,java;docker;dl;python,Mohali
567,Software Developer,"Jones, Jackson and Everett",django;flask,Patiala
568,Quality Analyst,Petersen-Huffman,marketing;nlp;sql;communication;flask;project_management;java;c++,Firozpur
569,Sales Executive,Wells-Lopez,communication;kubernetes;excel;docker;django;aws,Patiala
570,Quality Analyst,"Gonzalez, Miller and Phillips",marketing;sales;communication;python;sql;ml,Amritsar
571,Field Officer,"Torres, Wood and Rodriguez",python;java;flask;django;nodejs;marketing,Firozpur
572,Field Officer,Taylor Group,ml;django;aws;sales,Ludhiana
573,Accountant,Mejia-Parks,sql;hr;python;c++,Chandigarh
574,Quality Analyst,Watson-Osborne,nlp;dl;aws;react;c++;python;django,Mohali
575,Data Analyst,"Valenzuela, Simpson and Powell",marketing;communication;flask;sql,Amritsar
576,Full Stack Developer,Dorsey Inc,react;docker;marketing;c++,Chandigarh
577,Software Developer,"Walker, Meyer and Taylor",nodejs;sql;accounting;c++;marketing,Amritsar
578,Data Analyst,Watson LLC,nlp;marketing;accounting,Jalandhar
579,Machine Learning Engineer,"Richardson, Cook and Bradshaw",docker;ml;kubernetes,Patiala
580,Quality Analyst,Smith Ltd,nodejs;sales;nlp;docker;communication,Firozpur
581,Machine Learning Engineer,"Thompson, Smith and Cross",nodejs;aws;project_management,Ludhiana
582,Software Developer,Jones-Castro,marketing;nlp;excel;c++;dl;aws;project_management;sql,Firozpur
583,HR Executive,"Johnson, Kelly and Mcgee",marketing;flask;hr;sql;project_management;kubernetes,Amritsar
584,Data Analyst,"Sanders, Benitez and Garrett",django;docker;java;accounting,Patiala
585,Software Developer,"Evans, Blake and Stevens",sales;flask;kubernetes;nlp;dl,Bathinda
586,Digital Marketer,Chaney-Fischer,java;sales;nodejs,Firozpur
587,Field Officer,"Moran, Copeland and Roach",excel;c++;accounting;ml;react;nodejs,Mohali
588,HR Executive,Hardin-Romero,react;excel;django;hr,Mohali
589,Sales Executive,Schmidt-Anderson,excel;accounting;sql;flask,Bathinda
590,Full Stack Developer,"Mitchell, Campos and House",django;marketing;nlp;accounting;python,Ludhiana
591,Digital Marketer,"Blake, Burton and Thomas",flask;sales,Amritsar
592,Software Developer,Hodges Inc,aws;docker,Firozpur
593,Full Stack Developer,"Jackson, Mitchell and Warren",docker;react,Firozpur
594,Sales Executive,Williams-Chapman,aws;sales;java;communication,Bathinda
595,HR Executive,Vaughan PLC,excel;hr,Firozpur
596,HR Executive,"Adams, Wells and Robinson",react;communication,Jalandhar
597,HR Executive,Hawkins-Oconnor,accounting;sql;docker;marketing,Ludhiana
598,Sales Executive,"Carlson, Mcguire and Gonzalez",nodejs;ml;excel;c++,Firozpur
599,HR Executive,Roberts Group,java;aws;python;excel;sql,Patiala
600,Accountant,"Coleman, Rodriguez and Koch",java;django;sales;sql;nodejs;accounting,Ludhiana
601,Software Developer,"Harris, Patterson and Horn",docker;project_management,Ludhiana
602,Software Developer,White Ltd,dl;communication;docker;accounting;excel;react;project_management,Chandigarh
603,Software Developer,Nelson-Dixon,excel;sql,Ludhiana
604,Full Stack Developer,Meyer Ltd,java;c++;nodejs;dl;sql;kubernetes,Bathinda
605,Machine Learning Engineer,Holland Ltd,accounting;sql;c++;ml;excel;kubernetes;project_management,Hoshiarpur
606,Data Analyst,Smith-Henderson,dl;ml;aws;nodejs;project_management;marketing;java;nlp,Mohali
607,Field Officer,Hudson LLC,communication;nodejs;docker;nlp;react;java,Firozpur
608,Machine Learning Engineer,"Barnett, Smith and Nguyen",docker;flask;hr;sales;project_management;django,Amritsar
609,Quality Analyst,Ortega and Sons,communication;flask;kubernetes;c++;java,Amritsar
610,Full Stack Developer,"Glass, Hutchinson and Santos",marketing;excel,Bathinda
611,Digital Marketer,Anderson LLC,react;django;excel,Patiala
612,Machine Learning Engineer,"Patel, Phillips and Stevens",docker;python;aws;c++;sql,Hoshiarpur
613,Machine Learning Engineer,Cook-Roberson,ml;dl;aws,Patiala
614,Field Officer,Wells-Miller,java;kubernetes;react;nodejs;dl,Hoshiarpur
615,Field Officer,"Jones, Harris and Ramirez",nlp;kubernetes;project_management;python,Ludhiana
616,Full Stack Developer,Lara-Murphy,java;docker;c++;accounting;django,Firozpur
617,Sales Executive,Flores-Friedman,excel;communication;c++;docker;java;django;aws,Firozpur
618,Digital Marketer,Dean Group,sql;accounting;dl,Chandigarh
619,Sales Executive,"Holmes, Baker and Reed",django;docker;hr;nodejs,Firozpur
620,Sales Executive,Herring-Daniels,nodejs;excel;python;dl,Mohali
621,Machine Learning Engineer,"Guerrero, Swanson and Costa",aws;kubernetes;marketing;react;docker;nlp;sales,Patiala
622,Sales Executive,Beltran Inc,java;excel;kubernetes;ml;aws,Amritsar
623,Full Stack Developer,Knox-Spencer,java;kubernetes;docker;excel;project_management;aws;sql,Mohali
624,HR Executive,Greene and Sons,excel;project_management;hr;sql;dl;sales,Firozpur
625,Sales Executive,"Thompson, Harris and Curry",aws;docker;flask;accounting;marketing;ml,Patiala
626,Software Developer,"Fisher, Nichols and Barker",accounting;flask;sql;java;communication;hr,Hoshiarpur
627,Quality Analyst,Jones-Frye,docker;flask;hr;aws,Bathinda
628,HR Executive,"Guzman, Conrad and Ryan",nlp;dl;kubernetes;flask,Ludhiana
629,Data Analyst,"Webb, Garrett and Thompson",nodejs;java;sql;docker;communication;react;nlp,Amritsar
630,Digital Marketer,"Carlson, Parker and Perry",excel;project_management;marketing;hr;c++;docker;aws,Ludhiana
631,Field Officer,Sosa Inc,nodejs;aws;dl;python;project_management;hr;c++;flask,Ludhiana
632,Accountant,Hunt-Rojas,aws;dl;kubernetes;nlp;excel;react;project_management,Mohali
633,Machine Learning Engineer,"Conner, Nguyen and Stewart",marketing;react,Hoshiarpur
634,Digital Marketer,Mckee-Williams,marketing;accounting;communication;docker,Chandigarh
635,Sales Executive,Meyer-Phillips,react;sql;kubernetes;flask;marketing,Chandigarh
636,Data Analyst,Edwards PLC,nodejs;nlp;excel;sales;sql;ml,Amritsar
637,Field Officer,"Robinson, Newman and Jackson",nlp;hr;dl;sql;accounting,Bathinda
638,Accountant,Thomas Group,dl;nlp;aws;hr;accounting;nodejs;java;marketing,Mohali
639,Sales Executive,Smith and Sons,flask;nodejs;project_management;communication;aws;hr;django,Patiala
640,Sales Executive,"Lewis, Leonard and Wood",hr;communication;react;aws;java;django;nodejs;sql,Bathinda
641,Digital Marketer,Rios-Mata,react;sales;django;marketing;nodejs;ml;docker;java,Firozpur
642,Accountant,Webster-Castillo,kubernetes;c++;project_management,Bathinda
643,Digital Marketer,"Blackburn, Fowler and Lopez",nlp;kubernetes,Hoshiarpur
644,HR Executive,Schroeder-Mitchell,java;aws;c++;kubernetes;sql,Chandigarh
645,Full Stack Developer,Smith Group,django;sales;project_management,Firozpur
646,Machine Learning Engineer,Glover PLC,ml;project_management;sql,Amritsar
647,Software Developer,Gross-Martinez,python;kubernetes;sales,Jalandhar
648,Sales Executive,"Riley, Walters and Murphy",accounting;marketing;sales,Hoshiarpur
649,Software Developer,"Ramirez, Key and Summers",sql;hr;docker;marketing;project_management;ml;c++,Jalandhar
650,HR Executive,"Marquez, Haynes and Hall",aws;dl,Ludhiana
651,Data Analyst,"Stewart, Hicks and Church",project_management;excel;nodejs;c++,Jalandhar
652,HR Executive,"Morgan, Chaney and Powers",java;dl;accounting,Hoshiarpur
